art_id,art_name,art_name_first,art_name_nick,art_name_last,art_name_group,art_year_birth,art_place_birth,art_year_death,art_place_death,art_place_living_working,art_nationality,art_area,art_bio,art_image,art_url
659,Svitlana Zhitnya,Svitlana,,Zhitnya,,,,,,,,Europe,,,
660,Sylvia Eckerman,Sylvia,,Eckerman,,,,,,,,Europe,,,
661,Tomasz Bogusławski,Tomasz,,Bogusławski,,1958,,,,,Poland,Europe,,,
662,Tadeusz Grabowski,Tadeusz,,Grabowski,,,,,,,Poland,Europe,,,
663,Tadeusz Jodłowski,Tadeusz,,Jodłowski,,,,,,,Poland,Europe,,,
664,Tomasz Rumiński,Tomasz,,Rumiński,,,,,,,Poland,Europe,,,
665,Tamara Maric,Tamara,,Maric,,,,,,,,Europe,,,
666,Tanja Peball,Tanja,,Peball,,,Villach,,,Graz,Austria,Europe,,,
667,Tasillo Blittersdorf,Tasillo,,Blittersdorf,,,,,,,,Europe,,,
668,Tatjana Fiedler,Tatjana,,Fiedler,,,,,,,,Europe,,,
669,the planets,,,,the planets,,,,,,Austria,Europe,,,
670,THE STRIGGLES,,,,THE STRIGGLES,,,,,,Austria,Europe,,,
671,Thomas Brussig,Thomas,,Brussig,,,,,,,,Europe,,,
672,Thomas Kuschny,Thomas,,Kuschny,,,,,,,,Europe,,,
673,Thomas Lackner,Thomas,,Lackner,,,,,,,,Europe,,,
674,Tina T./Erfahrungen aus diversen Hausbesetzungen,Tina,,T.,,,,,,,,Europe,,,
675,Tom Feldhofer,Tom,,Feldhofer,,,,,,,,Europe,,,
676,Tom Weghofer,Tom,,Weghofer,,,,,,,,Europe,,,
677,Tomas Hlavina,Tomas,,Hlavina,,,,,,,,Europe,,,
678,Toni Schmale,Toni,,Schmale,,,,,,,,Europe,,,
679,transparadiso,,,,transparadiso,,,,,Vienna,Austria,Europe,,,
680,Trio Pjotr,Trio,,Pjotr,,,,,,,,Europe,,,
681,"Trophäen: Rhizom (Leo Kreisel-Strausz, Christian Bachler)",,,,"Trophäen: Rhizom (Leo Kreisel-Strausz, Christian Bachler)",,,,,,,Europe,,,
682,Tudor Bratu,Tudor,,Bratu,,1977,Bucharest,,,,Romania,Europe,,,
683,Tulio Restrepo,Tulio,,Restrepo,,1958,Medellín,,,Mexico,Colombia,America (South),,,
684,Tym Korça,,,,Tym Korça,,,,,,,Europe,,,
685,u.a.,,,,,,,,,,,Europe,,,
686,Udo Bohnenberger,Udo,,Bohnenberger,,1969,Mainz (D),,,,,Europe,,,
687,Ugo Boscain,Ugo,,Boscain,,1968,Ivrea,,,,Italy,Europe,,,
688,Ulf Langheinrich,Ulf,,Langheinrich,,1960,Wolfen,,,Dresden,Germany,Europe,,,
689,Uli Vonbank-Schedler,Uli,,Vonbank-Schedler,,,,,,,,Europe,,,
690,Ulla Klopf,Ulla,,Klopf,,,,,,,,Europe,,,
691,Ulrich Nausner,Ulrich,,Nausner,,,,,,,,Europe,,,
692,Ulrich Tragatschnig,Ulrich,,Tragatschnig,,,,,,,,Europe,,,
693,Ulrike Rauch,Ulrike,,Rauch,,,,,,,,Europe,,,
694,UNIKUM Universitätskulturzentrum Klagenfurt,,,,UNIKUM Universitätskulturzentrum Klagenfurt,,,,,,,Europe,,,
695,UniT Graz,,,,UniT Graz,,,,,,,Europe,,,
696,unortnung,,,,unortnung,,,,,,,Europe,,,
697,Ursula Kiesling,Ursula,,Kiesling,,1968,Graz,,,Vienna,Austria,Europe,,,
698,Ursula Strauß,Ursula,,Strauß,,,,,,,,Europe,,,
699,Valentina Plach,Valentina,,Plach,,,,,,,,Europe,,,
700,Vanesa Cvahte,Vanesa,,Cvahte,,,,,,,,Europe,,,
701,Veronika Dreier,Veronika,,Dreier,,,,,,,,Europe,,,
702,Vertreter*innen aus dem habiTAT-Netzwerk (A),,,,Vertreter*innen aus dem habiTAT-Netzwerk (A),,,,,,,Europe,,,
703,Vertreter*innen Cambium – Leben in Gemeinschaft (Fehring),,,,Vertreter*innen Cambium – Leben in Gemeinschaft (Fehring),,,,,,,Europe,,,
704,Vertreter*innen SchloR (Wien),,,,Vertreter*innen SchloR (Wien),,,,,,,Europe,,,
705,Vertreter*innen Willy*Fred (Linz),,,,Vertreter*innen Willy*Fred (Linz),,,,,,,Europe,,,
706,Victor Gayol,Victor,,Gayol,,,,,,,,Europe,,,
707,Viktor Snessar,Viktor,,Snessar,,,,,,,,Europe,,,
708,Viktoria Tremmel,Viktoria,,Tremmel,,,,,,,,Europe,,,
709,Vladimir Abramovitsch Dubner,Vladimir Abramovitsch,,Dubner,,,,,,,,Europe,,,
710,Wacław Klag,Wacław,,Klag,,,,,,,Poland,Europe,,,
711,Mieczysław Kościelniak,Mieczysław,,Kościelniak,,,,,,,Poland,Europe,,,
712,Władysław Pluta,Władysław,,Pluta,,,,,,,Poland,Europe,,,
713,Wiktor Sadowski,Wiktor,,Sadowski,,,,,,,Poland,Europe,,,
714,Waldemar Świerzy,Waldemar,,Świerzy,,,,,,,Poland,Europe,,,
715,Wiesław Wałkuski,Wiesław,,Wałkuski,,,,,,,Poland,Europe,,,
716,W. Wasilewski,W.,,Wasilewski,,,,,,,Poland,Europe,,,
717,W. Wiedeński,W.,,Wiedeński,,,,,,,Poland,Europe,,,
718,Wally Salner,Wally,,Salner,,1971,Galtür,,,,Austria,Europe,,,
719,Walther Moser,Walther,,Moser,,,Salzburg,,,,Austria,Europe,,,
720,Warren Burt,Warren,,Burt,,1949,Baltimore/Maryland,,,,USA,America (North),,,
721,Wenzel Mraček,Wenzel,,Mraček,,1962,Klagenfurt,,,Graz,Austria,Europe,,,
722,wenzel-dnatek (derhunt+ddkern),,,,wenzel-dnatek (derhunt+ddkern),,,,,,,Europe,,,
723,Werner Fenz (†),Werner,,Fenz,,1944,,2016,,,,Europe,,,
724,Werner Hörtner (†),Werner,,Hörtner,,1948,Innsbruck,2015,,Vienna,Austria,Europe,,,
725,Werner Kothgasser,Werner,,Kothgasser,,,,,,,Austria,Europe,,,
726,Werner Lang,Werner,,Lang,,,,,,,,Europe,,,
727,Werner Reiss,Werner,,Reiss,,,,,,,,Europe,,,
728,Werner Würtinger,Werner,,Würtinger,,,,,,,,Europe,,,
729,Whang Hyo-Chang,Whang,,Hyo-Chang,,,,,,,South Korea,Asia,,,
730,Winfried Ritsch,Winfried,,Ritsch,,1964,,,,,Austria,Europe,,,
731,Wolfgang Denk (†),Wolfgang,,Denk,,1947,,2023,,,Austria,Europe,,,
732,Wolfgang Musil,Wolfgang,,Musil,,1958,,,,,Austria,Europe,,,
733,Wolfgang Oeggl,Wolfgang,,Oeggl,,,,,,,Austria,Europe,,,
734,Wolfgang Purtscheller,Wolfgang,,Purtscheller,,,,,,,Austria,Europe,,,
735,Wolfgang Sohm,Wolfgang,,Sohm,,,,,,,Austria,Europe,,,
736,Wolfram Scheucher,Wolfram,,Scheucher,,1958,,,,,Austria,Europe,,,
737,Wuggi Dopler,Martin,Wuggi,Dopler,,,,,,,Austria,Europe,,,
738,XXKunstkabel,,,,XXKunstkabel,,,,,,Austria,Europe,,,
739,Yamileth del Socorro Álvarez,Yamileth del Socorro,,Álvarez,,,,,,,,America (Central),,,
740,Yasuko Ueda,Yasuko,,Ueda,,,,,,,Japan,Asia,,,
741,Yeom Moon-Sun,Yeom,,Moon-Sun,,,,,,,South Korea,Asia,,,
742,Yoo Tai-Su,Yoo,,Tai-Su,,,,,,,South Korea,Asia,,,
743,Yusri Raman,Yusri,,Raman,,,,,,,Indonesia,Asia,,,
744,Zita Oberwalder,Zita,,Oberwalder,,1958,Leisach/Osttirol,,,Graz,Austria,Europe,,,
