id,label,node_type,pro_year_begin,pro_year_end,ser_id,ser_title,eve_cat_id
A_610,Rosmarie Vogt-Rippmann,artist,,,,,
A_611,Rostislav Jegorov,artist,,,,,
A_612,Roza El-Hassan,artist,,,,,
A_613,Rudi Klein,artist,,,,,
A_614,Rudolf Härdi,artist,,,,,
A_615,Ru-Feei Cheng,artist,,,,,
A_616,Rupert Huber,artist,,,,,
A_617,Ruth Cerha,artist,,,,,
A_618,Stasys Eidrigevičius,artist,,,,,
A_619,Sławomir Iwański,artist,,,,,
A_620,Said Belfahin Saib,artist,,,,,
A_621,Salim Obralić (†),artist,,,,,
A_622,Salon Brösl,artist,,,,,
A_623,Sam Auinger,artist,,,,,
A_624,Verein zur Erhaltung und Pflege vom Aussterben bedrohter elektromagnetischer Gattungen,artist,,,,,
A_625,Sandra Ziagos,artist,,,,,
A_626,Sanela Pansinger,artist,,,,,
A_627,Sarah Minter (†),artist,,,,,
A_628,SCHLAUCH installation crew,artist,,,,,
A_629,Schnabl,artist,,,,,
A_630,Seid Hasanefendić (†),artist,,,,,
A_631,Serhat Gül,artist,,,,,
A_632,Severin Hirsch,artist,,,,,
A_633,Shim Jai-Ku,artist,,,,,
A_634,Shin Ho-Chul,artist,,,,,
A_635,Shin Je-Nam,artist,,,,,
A_636,Silke Maier-Gamauf,artist,,,,,
A_637,Silvia Brandl,artist,,,,,
A_638,Simona Koch,artist,,,,,
A_639,Slobodan Kajkut,artist,,,,,
A_640,Socorro López Meza (y su esposo),artist,,,,,
A_641,Solawi Wieserhoisl-Kollektiv,artist,,,,,
A_642,Solveig 'Sol' Haring,artist,,,,,
A_643,Son Ah-Yoo,artist,,,,,
A_644,Sophie Thun,artist,,,,,
A_645,"Sportunion Aigen-Schlägl (Gabriele Pillinger, Manfred Leitner, Johann Engleder) und alle Spieler- und Spielerinnen",artist,,,,,
A_646,"Sportunion St. Oswald (Manfred Radinger, Christine Pernsteiner) und alle Spieler- und Spielerinnen",artist,,,,,
A_647,Stefanie Sargnagel,artist,,,,,
A_648,Štěpánka Šimlová,artist,,,,,
A_649,Stoffl Rath,artist,,,,,
A_650,Sun Jong-Sun,artist,,,,,
A_651,Surur Abdul-Hussain,artist,,,,,
A_652,Susanna Niedermayr,artist,,,,,
A_653,Susanne Gamauf,artist,,,,,
A_654,Susanne Kavalar,artist,,,,,
A_655,Susanne Possega,artist,,,,,
A_656,Susanne Schuda,artist,,,,,
A_657,Susanne Schwarz,artist,,,,,
A_658,Sviatoslav Ponomarev,artist,,,,,
A_659,Svitlana Zhitnya,artist,,,,,
A_660,Sylvia Eckerman,artist,,,,,
A_661,Tomasz Bogusławski,artist,,,,,
A_662,Tadeusz Grabowski,artist,,,,,
A_663,Tadeusz Jodłowski,artist,,,,,
A_664,Tomasz Rumiński,artist,,,,,
A_665,Tamara Maric,artist,,,,,
A_666,Tanja Peball,artist,,,,,
A_667,Tasillo Blittersdorf,artist,,,,,
A_668,Tatjana Fiedler,artist,,,,,
A_669,the planets,artist,,,,,
A_670,THE STRIGGLES,artist,,,,,
A_671,Thomas Brussig,artist,,,,,
A_672,Thomas Kuschny,artist,,,,,
A_673,Thomas Lackner,artist,,,,,
A_674,Tina T./Erfahrungen aus diversen Hausbesetzungen,artist,,,,,
A_675,Tom Feldhofer,artist,,,,,
A_676,Tom Weghofer,artist,,,,,
A_677,Tomas Hlavina,artist,,,,,
A_678,Toni Schmale,artist,,,,,
A_679,transparadiso,artist,,,,,
A_680,Trio Pjotr,artist,,,,,
A_681,"Trophäen: Rhizom (Leo Kreisel-Strausz, Christian Bachler)",artist,,,,,
A_682,Tudor Bratu,artist,,,,,
A_683,Tulio Restrepo,artist,,,,,
A_684,Tym Korça,artist,,,,,
A_685,u.a.,artist,,,,,
A_686,Udo Bohnenberger,artist,,,,,
A_687,Ugo Boscain,artist,,,,,
A_688,Ulf Langheinrich,artist,,,,,
A_689,Uli Vonbank-Schedler,artist,,,,,
A_690,Ulla Klopf,artist,,,,,
A_691,Ulrich Nausner,artist,,,,,
A_692,Ulrich Tragatschnig,artist,,,,,
A_693,Ulrike Rauch,artist,,,,,
A_694,UNIKUM Universitätskulturzentrum Klagenfurt,artist,,,,,
A_695,UniT Graz,artist,,,,,
A_696,unortnung,artist,,,,,
A_697,Ursula Kiesling,artist,,,,,
A_698,Ursula Strauß,artist,,,,,
A_699,Valentina Plach,artist,,,,,
A_700,Vanesa Cvahte,artist,,,,,
A_701,Veronika Dreier,artist,,,,,
A_702,Vertreter*innen aus dem habiTAT-Netzwerk (A),artist,,,,,
A_703,Vertreter*innen Cambium – Leben in Gemeinschaft (Fehring),artist,,,,,
A_704,Vertreter*innen SchloR (Wien),artist,,,,,
A_705,Vertreter*innen Willy*Fred (Linz),artist,,,,,
A_706,Victor Gayol,artist,,,,,
A_707,Viktor Snessar,artist,,,,,
A_708,Viktoria Tremmel,artist,,,,,
A_709,Vladimir Abramovitsch Dubner,artist,,,,,
A_710,Wacław Klag,artist,,,,,
A_711,Mieczysław Kościelniak,artist,,,,,
A_712,Władysław Pluta,artist,,,,,
A_713,Wiktor Sadowski,artist,,,,,
A_714,Waldemar Świerzy,artist,,,,,
A_715,Wiesław Wałkuski,artist,,,,,
A_716,W. Wasilewski,artist,,,,,
A_717,W. Wiedeński,artist,,,,,
A_718,Wally Salner,artist,,,,,
A_719,Walther Moser,artist,,,,,
A_720,Warren Burt,artist,,,,,
A_721,Wenzel Mraček,artist,,,,,
A_722,wenzel-dnatek (derhunt+ddkern),artist,,,,,
A_723,Werner Fenz (†),artist,,,,,
A_724,Werner Hörtner (†),artist,,,,,
A_725,Werner Kothgasser,artist,,,,,
A_726,Werner Lang,artist,,,,,
A_727,Werner Reiss,artist,,,,,
A_728,Werner Würtinger,artist,,,,,
A_729,Whang Hyo-Chang,artist,,,,,
A_730,Winfried Ritsch,artist,,,,,
A_731,Wolfgang Denk (†),artist,,,,,
A_732,Wolfgang Musil,artist,,,,,
A_733,Wolfgang Oeggl,artist,,,,,
A_734,Wolfgang Purtscheller,artist,,,,,
A_735,Wolfgang Sohm,artist,,,,,
A_736,Wolfram Scheucher,artist,,,,,
A_737,Wuggi Dopler,artist,,,,,
A_738,XXKunstkabel,artist,,,,,
A_739,Yamileth del Socorro Álvarez,artist,,,,,
A_740,Yasuko Ueda,artist,,,,,
A_741,Yeom Moon-Sun,artist,,,,,
A_742,Yoo Tai-Su,artist,,,,,
A_743,Yusri Raman,artist,,,,,
A_744,Zita Oberwalder,artist,,,,,
P_1,Gründung des Vereins RHIZOM,project,1988,1988,1.0,(no serie),12.0
P_2,On the road – in public space,project,1989,ongoing,2.0,On the road – in public space,3.0
P_3,Z A na B – Von A nach B,project,1989,1989,1.0,(no serie),11.0
P_4,mural,project,1989,1989,3.0,Mural,23.0
P_5,Polski Plakatu – Polnische Plakate,project,1990,1990,1.0,(no serie),27.0
P_6,SOLINA 90,project,1990,1990,1.0,(no serie),25.0
P_7,Aus-Art,project,1991,1991,1.0,(no serie),1.0
P_8,Die Grenze,project,1991,1991,1.0,(no serie),19.0
P_9,Petrowskji boulevard 12,project,1992,1992,1.0,(no serie),22.0
P_10,Swiss R,project,1992,1992,1.0,(no serie),1.0
P_11,Austria – Korea,project,1993,1993,1.0,(no serie),1.0
P_12,IMAGO – Hidden Projects,project,1994,1994,1.0,(no serie),3.0
P_13,Transfer,project,1994,1994,1.0,(no serie),1.0
P_14,Direkt Maschin Moskau-Graz,project,1994,1994,1.0,(no serie),1.0
P_15,¿Adónde? – wohin?,project,1995,1995,1.0,(no serie),1.0
P_16,Brutstätte,project,1995,1995,1.0,(no serie),1.0
P_17,…nach,project,1996,1996,1.0,(no serie),1.0
P_18,Diffusion (chem.),project,1997,1997,1.0,(no serie),1.0
P_19,Kokon,project,1997,1997,1.0,(no serie),16.0
P_20,In situ,project,1998,1998,1.0,(no serie),22.0
P_21,Interchange,project,1999,1999,1.0,(no serie),1.0
P_22,zu atmen,project,1999,1999,1.0,(no serie),3.0
P_23,inspiraciones – atemzüge,project,2000,2000,1.0,(no serie),3.0
P_24,Hören ist Sehen,project,2000,2000,1.0,(no serie),22.0
P_25,geöffnet – räume und geschichte(n) I,project,2001,2001,4.0,geöffnet! – räume und geschichte(n),3.0
P_26,geöffnet – räume und geschichte(n) II,project,2001,2001,4.0,geöffnet! – räume und geschichte(n),3.0
P_27,geöffnet – räume und geschichte(n) III,project,2001,ongoing,4.0,geöffnet! – räume und geschichte(n),3.0
P_28,geöffnet – räume und geschichte(n) IV,project,2001,2001,4.0,geöffnet! – räume und geschichte(n),3.0
P_29,geöffnet – räume und geschichte(n) V,project,2002,2002,4.0,geöffnet! – räume und geschichte(n),3.0
P_30,geöffnet – räume und geschichte(n) VI,project,2002,2002,4.0,geöffnet! – räume und geschichte(n),3.0
P_31,GrenzLeben,project,2002,2002,1.0,(no serie),22.0
P_32,"hotel rhizom, STEREOREALITÄTEN, not.tour.no (subventionen sind fad)",project,2003,2003,1.0,(no serie),1.0
P_33,geöffnet – räume und geschichte(n) VII,project,2003,2003,4.0,geöffnet! – räume und geschichte(n),3.0
P_34,geöffnet – räume und geschichte(n) VIII,project,2003,2003,4.0,geöffnet! – räume und geschichte(n),3.0
P_35,geöffnet! – räume und geschichte(n),project,2003,2006,4.0,geöffnet! – räume und geschichte(n),3.0
P_36,versandhauskatalogprogrammmusik,project,2004,2004,1.0,(no serie),28.0
P_37,Glück und Unglück 2,project,2004,2004,1.0,(no serie),22.0
P_38,OUTofSPACE,project,2004,2004,1.0,(no serie),4.0
P_39,cityTV – A.R.T. of reality,project,2005,2005,1.0,(no serie),22.0
P_40,Querfeldein Fussballspiel,project,2005,2005,1.0,(no serie),13.0
P_41,Postbus (A) – Autobus (CZ),project,2005,2005,1.0,(no serie),17.0
P_42,RHIZOM zu Gast im Hotel Pupik (O.R.F. Schrattenberg),project,2005,2005,1.0,(no serie),22.0
P_43,Herauslösen – einer Spur folgen – querverbinden – zwischen den Bildern lesen – dem Klang der Worte folgen (I),project,2005,2005,1.0,(no serie),22.0
P_44,TTT Publikation & Präsentation (II),project,2005,2005,1.0,(no serie),28.0
P_45,nowhere(wo)men_now here (wo)men,project,2005,2005,1.0,(no serie),1.0
P_46,Die 3. Szene sind wir,project,2005,2005,1.0,(no serie),4.0
P_47,Querfeldein Fussballspiel,project,2006,2006,1.0,(no serie),28.0
P_48,"O(ffen).R(eal).F(undamental), Schrattenberg, Steiermark (I)",project,2006,2006,1.0,(no serie),22.0
P_49,rhizom.lebend.geschichte,project,2006,2006,1.0,(no serie),22.0
P_50,metrópolifónico,project,2007,2007,1.0,(no serie),32.0
P_51,mille plateaux – (audio) clicks & (visual) cuts,project,2007,2007,5.0,Real City,22.0
P_52,multiple base_public base_home base,project,2007,2007,1.0,(no serie),22.0
P_53,public frequency sound converter,project,2007,2007,1.0,(no serie),32.0
P_54,videoheadball,project,2007,2007,1.0,(no serie),22.0
P_55,Weite suchen – 24-Stunden-Hotel Rhizom,project,2007,2007,1.0,(no serie),3.0
P_56,"Plattform Kunst ~ Öffentlichkeit, Innsbruck, Tirol & e.d gfrerer, Graz (II)",project,2007,2007,1.0,(no serie),3.0
P_57,Real City (under construction),project,2007,2007,5.0,Real City,3.0
P_58,BulBul vs. Soundmogul,project,2008,2008,1.0,(no serie),3.0
P_59,Wort halt still,project,2008,2008,6.0,non-realized projects,3.0
P_60,my space (in global slices) (III),project,2008,2008,1.0,(no serie),1.0
P_61,Volles Risiko,project,2008,2008,6.0,non-realized projects,1.0
P_62,Verlasst die Stadt!,project,2008,2008,1.0,(no serie),9.0
P_63,Land Art Cross Soccer – Videopräsentation,project,2008,2008,1.0,(no serie),28.0
P_64,systems of a town,project,2008,2008,1.0,(no serie),1.0
P_65,Geh weg | na poti | stand by (IV),project,2009,2009,1.0,(no serie),3.0
P_66,mural final,project,2009,2009,3.0,Mural,3.0
P_67,von hier aus,project,2009,2009,7.0,desde aquí – von hier aus,1.0
P_68,Mark und Pein,project,2009,2009,1.0,(no serie),1.0
P_69,von hier aus. erinnerung & wechselseitige verbindung – Augarten-Nord,project,2010,2010,7.0,desde aquí – von hier aus,3.0
P_70,von hier aus. das wort,project,2010,2010,7.0,desde aquí – von hier aus,1.0
P_71,von hier aus. Nicaragua-Österreich,project,2010,2010,7.0,desde aquí – von hier aus,1.0
P_72,Reclaiming Space – Temporäre Zwischennutzungen_architekturforum oberösterreich,project,2010,2010,1.0,(no serie),11.0
P_73,Shared Space – Perspektiven für eine neue Kultur des öffentlichen Raums_HDA Graz,project,2010,2010,1.0,(no serie),1.0
P_74,mural fragmental,project,2010,2010,3.0,Mural,1.0
P_75,von hier aus. efendi! itara dot. efendi!,project,2010,2010,7.0,desde aquí – von hier aus,3.0
P_76,von hier aus. kopfraum,project,2010,2010,7.0,desde aquí – von hier aus,1.0
P_77,Die Sixtinische Kapelle im Roten Gugl,project,2010,2010,7.0,desde aquí – von hier aus,3.0
P_78,participation mystique,project,2011,ongoing,8.0,participation mystique,1.0
P_79,sich mit fremden Federn schmücken,project,2011,2011,6.0,non-realized projects,3.0
P_80,von hier aus. die straße,project,2011,2011,7.0,desde aquí – von hier aus,3.0
P_81,mural final_peoples archive,project,2011,2011,3.0,Mural,3.0
P_82,+25% = fair pay,project,2011,2011,1.0,(no serie),17.0
P_83,von hier aus. jakominiplatz,project,2011,2011,7.0,desde aquí – von hier aus,3.0
P_84,Die Sixtinische Kapelle (A),project,2011,2011,7.0,desde aquí – von hier aus,3.0
P_85,murdock_stadt-raum-fluss,project,2011,2011,5.0,Real City,3.0
P_86,Aussenposten „danks(c)hen“,project,2011,2011,1.0,(no serie),3.0
P_87,Das Fluxus-Luxus-Prekariart „El Eden“,project,2011,2011,1.0,(no serie),3.0
P_88,desde aquí. chinandega von hier aus graz,project,2011,2011,7.0,desde aquí – von hier aus,3.0
P_89,desde aquí. von hier aus. Nicaragua-Österreich 1989-2011,project,2011,2011,7.0,desde aquí – von hier aus,28.0
P_90,desde aquí. von hier aus. Nicaragua-Österreich 1989-2012,project,2011,2011,7.0,desde aquí – von hier aus,28.0
P_91,EFEU,project,2012,2012,5.0,Real City,16.0
P_92,„Den Blick nach oben richten“ Zeit-Ton extended_Ö1,project,2012,2012,5.0,Real City,31.0
P_93,Vzpostavitev (Wiederherstellung),project,2012,2012,1.0,(no serie),3.0
P_94,von hier aus. träumen,project,2012,2012,7.0,desde aquí – von hier aus,3.0
P_95,„Zeit anfängt stehen“,project,2012,2012,1.0,(no serie),18.0
P_96,Martin Amstutz (CH),project,2012,2012,1.0,(no serie),29.0
P_97,participation mystique,project,2013,2013,8.0,participation mystique,39.0
P_98,Die Sixtinische Kapelle LIVE,project,2013,2013,1.0,(no serie),2.0
P_99,von hier aus. Managua-Chinandega,project,2013,2013,7.0,desde aquí – von hier aus,1.0
P_100,raum UND,project,2013,2013,1.0,(no serie),1.0
P_101,Topoló-Day – Vorstellung der Stazione di Topoló/Postaja Topolove,project,2013,2013,1.0,(no serie),28.0
P_102,Amores – Flucht mit schlechten Schuhen,project,2013,2013,1.0,(no serie),26.0
P_103,von hier aus. desde aquí. Nicaragua-Österreich 2013,project,2013,2013,7.0,desde aquí – von hier aus,3.0
P_104,an.thon_durch und weg,project,2013,2013,1.0,(no serie),11.0
P_105,Mirko Marić (Name verändert),project,2013,2013,1.0,(no serie),1.0
P_106,On the road - Just in time,project,2013,2013,1.0,(no serie),1.0
P_107,Café MILANO / Zwischenstation,project,2013,2013,1.0,(no serie),11.0
P_108,von hier aus – Costa Rica,project,2014,2014,7.0,desde aquí – von hier aus,11.0
P_109,SVA Social Venture Analyses im Luxus-Prekariat El Eden,project,2014,2014,9.0,SVA Social Venture Analyses,22.0
P_110,retour,project,2014,2014,1.0,(no serie),1.0
P_111,Titelhauptstadt ohne Gedächtnis – Politische Raumordnung in Graz,project,2014,2014,1.0,(no serie),17.0
P_112,street(foto)works Jakoministraße,project,2014,2014,1.0,(no serie),39.0
P_113,[maːləˈʀaɪ̯],project,2014,2014,1.0,(no serie),25.0
P_114,On the road – in public space,project,2015,2015,2.0,On the road – in public space,39.0
P_115,Earthworks – Pairidaeza,project,2015,2015,10.0,mark & pein – aktuelle kunst aus weitem land,17.0
P_116,von hier aus.träumen – Salzburg,project,2015,2015,7.0,desde aquí – von hier aus,3.0
P_117,retour – ein Veröffentlichungsprozess,project,2015,2015,1.0,(no serie),3.0
P_118,Claudia Märzendorfer,project,2015,2015,1.0,(no serie),3.0
P_119,Orchestrion des Zufalls,project,2015,2015,1.0,(no serie),13.0
P_120,von hier aus. träumen – Wien,project,2015,2015,7.0,desde aquí – von hier aus,3.0
P_121,…über Zwölftonmusik,project,2015,2015,1.0,(no serie),6.0
P_122,Interferenzen – Auskünfte aus dem Gedächtnis einer slowenisch-deutsch schweigenden Familie,project,2015,2015,11.0,Interferenzen,18.0
P_123,"articulations in space – Installation, Komposition, Uraufführung",project,2015,2015,1.0,(no serie),6.0
P_124,Ingo Abeska,project,2015,2015,1.0,(no serie),11.0
P_125,RAL 6024 „social gardening“ im Ökopark Fekonja,project,2015,2015,1.0,(no serie),3.0
P_126,syriainstyria,project,2016,ongoing,1.0,(no serie),17.0
P_127,Werden,project,2016,2016,1.0,(no serie),11.0
P_128,RETROSPEKTMAG3-10,project,2016,2016,1.0,(no serie),28.0
P_129,articulations in space II,project,2016,2016,1.0,(no serie),17.0
P_130,Interferenzen Episode 9 Brojanka sem – meine Wurzeln im Loibltal,project,2016,2016,11.0,Interferenzen,1.0
P_131,toene differente,project,2016,2016,1.0,(no serie),1.0
P_132,Interferenzen. Brodi – Querungen _Episode 11,project,2016,2016,11.0,Interferenzen,18.0
P_133,"RAL 6024 Traffic Green – „social gardening“/ Ökopark Fekonja, Graz",project,2016,2016,1.0,(no serie),28.0
P_134,von hier aus / X. Bienal Centroamericana (CR),project,2016,2016,7.0,desde aquí – von hier aus,1.0
P_135,von hier aus – XBienal (CR) – Dokumentation,project,2016,2016,7.0,desde aquí – von hier aus,8.0
P_136,Mirko Marić – Doppelbilder,project,2016,2016,1.0,(no serie),11.0
P_137,Bewegung 30.12.2016 – MOEBIUS_Frank & Heinz & Heinz & Frank,project,2016,2016,1.0,(no serie),1.0
P_138,Interferenzen – Episode 15 proti severu–proti jugu/nordwärts–südwärts,project,2017,2017,11.0,Interferenzen,1.0
P_139,Catrin Bolt – Kapitalistischer Imperativ,project,2017,2017,1.0,(no serie),11.0
P_140,Open Call > Raum einnehmen,project,2017,2017,1.0,(no serie),1.0
P_141,Slogans – Versuch einer Transmediation des Politsprech (SdV),project,2018,2018,12.0,Schwerkraft der Verhältnisse/Slogans,1.0
P_142,Interferenzen – Črno na belem/Schwarz auf weiß,project,2018,2018,11.0,Interferenzen,1.0
P_143,Purgatorium RHIZ* – ein Commons(Gemeingut)-Projekt 2020-2023,project,2020,ongoing,1.0,(no serie),1.0
P_144,Offene Briefe/mails zur Räumungsklage Land Steiermark gegen RHIZOM,project,2017,2017,1.0,(no serie),17.0
P_145,"über mut – neue bildnerische arbeiten von susanne schwarz, benjamin klug, eva-maria gugg, josef fürpaß",project,2017,2017,1.0,(no serie),11.0
P_146,Exiles on Mainstream – Steirische Labels im Bereich neuer und nichtzuordenbarer Musiken,project,2017,2017,1.0,(no serie),1.0
P_147,Sensor Board – Nick Acorne´s neues DIY-Sensorinstrument für elektronische Musik,project,2017,2017,1.0,(no serie),6.0
P_148,Szenario Zukunft 5 trifft auf “the curtist and the arrator“ von Eva Brede,project,2017,2017,1.0,(no serie),11.0
P_149,Claudia Märzendorfer – Solidaritätskonzert in 9inch mit Eisschallplatte. here`s to you,project,2017,2017,1.0,(no serie),7.0
P_150,Raum einnehmen II. Ortswechsel–Raumbefragung–Nachbilder,project,2017,2017,1.0,(no serie),11.0
P_151,Tym Korça. Satz 36: „Bitte helfen sie mir dann den Ausgang zu finden“,project,2017,2017,1.0,(no serie),1.0
P_152,Interferenzen – Episode 16 proti severu–proti jugu /nordwärts–südwärts,project,2017,2017,11.0,Interferenzen,18.0
P_153,"„quote, unquote“ Zita Oberwalder",project,2017,2017,1.0,(no serie),28.0
P_154,Catrin Bolt – Fleckerlteppich,project,2017,2017,1.0,(no serie),1.0
P_155,RHIZOM-Kunstankauf der Stadt Graz 2017,project,2017,2017,1.0,(no serie),1.0
P_156,von hier aus. Nicaragua wohin? desde aquí. ¿Nicaragua adónde?,project,2018,ongoing,7.0,desde aquí – von hier aus,1.0
P_157,„Die Schwerkraft der Verhältnisse“* (SdV),project,2018,2018,13.0,Schwerkraft der Verhältnisse,1.0
P_158,FLAG_You can´t destroy our blues! (SdV),project,2018,2018,13.0,Schwerkraft der Verhältnisse,1.0
P_159,Mirko Marić – Wiederholung/Denkraum (SdV),project,2018,2018,13.0,Schwerkraft der Verhältnisse,1.0
P_160,Erwin Michenthaler – Vom Schindluder (SdV),project,2018,2018,13.0,Schwerkraft der Verhältnisse,1.0
P_161,Beschissene Verhältnisse II und Installation PLAFOND (SdV),project,2018,2018,13.0,Schwerkraft der Verhältnisse,1.0
P_162,„Die Wahrheit“ seit 1945 trifft auf eine goldene Zukunft (SdV),project,2018,2018,13.0,Schwerkraft der Verhältnisse,1.0
P_163,Arbeiten gegen die Schwerkraft (SdV),project,2018,2018,13.0,Schwerkraft der Verhältnisse,1.0
P_164,Earthworks – Pairidaeza II,project,2018,2018,1.0,(no serie),1.0
P_165,Interferenzen – Episode 18,project,2018,2019,11.0,Interferenzen,1.0
P_166,Interferenzen – Episode 19,project,2018,2019,11.0,Interferenzen,1.0
P_167,Nationalstaat 101: Wie man eine Grenze dichtet,project,2018,2018,1.0,(no serie),1.0
P_168,Interferenzen – Episode 20,project,2018,2018,11.0,Interferenzen,1.0
P_169,Mirko Marić – Retroperspektive,project,2019,2019,1.0,(no serie),1.0
P_170,Slogans II – Versuch einer Transmediation des Politsprech,project,2019,ongoing,14.0,Slogans,1.0
P_171,Für die Vögel – ein Projekt von Claudia Märzendorfer,project,2019,2019,1.0,(no serie),1.0
P_172,Erklärung der Vielen,project,2019,2019,1.0,(no serie),1.0
P_173,An Schengens Rand,project,2019,2019,1.0,(no serie),1.0
P_174,Billy Roisz – Signalkaskaden,project,2019,2019,1.0,(no serie),1.0
P_175,Interferenzen – Episode 21,project,2019,2019,11.0,Interferenzen,1.0
P_176,(Lost in) The Ratlines‘ Periphery – Florian Sorgo,project,2019,2019,1.0,(no serie),1.0
P_177,durch a52,project,2019,2019,1.0,(no serie),1.0
P_178,Interferenzen – Episode 22,project,2019,2019,11.0,Interferenzen,1.0
P_179,Interferenzen – Episode 23,project,2019,2019,11.0,Interferenzen,1.0
P_180,"a. sich in die stadt einschreiben.RHIZ* – ein Commons(Gemeingut) von a bis z, 2020 — open end",project,2020,ongoing,15.0,sich in die stadt einschreiben,1.0
P_181,d. Ans Eingemachte – Praktiken selbstbestimmten Lebens,project,2020,ongoing,15.0,sich in die stadt einschreiben,1.0
P_182,Honduras. Was ist das?,project,2020,ongoing,1.0,(no serie),1.0
P_183,Seiten einer Medaille – Westnicaraguas CKD (Chronische Niereninsuffizienz)-Epidemie im Dialog der Weltbank,project,2020,2021,7.0,desde aquí – von hier aus,1.0
P_184,Purgatorium RHIZ*,project,2020,2020,1.0,(no serie),1.0
P_185,Seismografien und andere Erschütterungen,project,2020,2020,1.0,(no serie),1.0
P_186,b. in den raum gezeichnet. (plurale Konstellationen),project,2020,2020,15.0,sich in die stadt einschreiben,1.0
P_187,Mirko Marić 2020 mm,project,2020,2020,1.0,(no serie),1.0
P_188,"Shelter – Gewerke, Einhausungen und temporäre Konstruktionen aus Holz",project,2020,2020,1.0,(no serie),1.0
P_189,Interferenzen – Episode 24,project,2020,2020,11.0,Interferenzen,1.0
P_190,Interferenzen – Episode 26,project,2020,2020,11.0,Interferenzen,1.0
P_191,c. Umrundung der Form. Bodensprache Lehm,project,2021,2021,15.0,sich in die stadt einschreiben,1.0
P_192,e. LIm > 63 µm,project,2021,2021,15.0,sich in die stadt einschreiben,1.0
P_193,CHEWING GUM IN CLASS,project,2022,2022,1.0,(no serie),1.0
P_194,SCHLAUCH – Geräusch bewohnbar machen,project,2022,2022,1.0,(no serie),16.0
P_195,Нова реальність Neue Realität,project,2022,2022,1.0,(no serie),11.0
P_196,betonix I,project,2022,2022,1.0,(no serie),40.0
P_197,fragmentary rain,project,2022,2022,1.0,(no serie),26.0
P_198,betonix II,project,2022,2022,1.0,(no serie),16.0
P_199,von A nach B – 2022 mm,project,2022,2022,1.0,(no serie),16.0
P_200,Interferenzen – Episode 25,project,2022,2022,11.0,Interferenzen,28.0
P_201,Papiertier aufgefaltet,project,2022,2022,1.0,(no serie),8.0
P_202,Stay,project,2022,2022,1.0,(no serie),16.0
P_203,BRDN,project,2023,2023,1.0,(no serie),16.0
P_204,"DIE DINGE, DIE WAREN oder Die [...]1 Digitalisierung des Alltags",project,2023,2023,1.0,(no serie),11.0
P_205,DAS VERBORGENE ALBUM DER BEIDEN MATISSE,project,2023,2023,1.0,(no serie),14.0
P_206,roaming,project,2023,2023,1.0,(no serie),6.0
P_207,rostrot_monochrom,project,2023,2023,1.0,(no serie),11.0
P_208,Tous ces mots pour toi qui sont restés en moi,project,2023,2023,1.0,(no serie),16.0
P_209,f. Ans Eingemachte. Die Stadt freispielen,project,2023,2023,15.0,sich in die stadt einschreiben,13.0
P_210,Die Gute Lücke,project,2024,2024,1.0,(no serie),16.0
P_211,Über Bedingungen,project,2024,2024,1.0,(no serie),28.0
P_212,Queerfeminismus am Land?,project,2024,2024,1.0,(no serie),28.0
P_213,"20 JAHRE ROCK IS HELL, Heimo Wallner … und so fort",project,2024,2024,1.0,(no serie),7.0
P_214,Jump! Cut.,project,(to be announced),(to be announced),1.0,(no serie),7.0
P_215,Und was bitte ist jetzt so neu an diesen Neonazis?,project,2024,2024,1.0,(no serie),34.0
P_216,Only Death is Real,project,2024,2024,1.0,(no serie),11.0
P_217,siesta I-III,project,2024,2024,1.0,(no serie),7.0
P_218,von hier aus: Leo Kreisel-Strausz,project,2024,2024,1.0,(no serie),11.0
P_219,lebt. Gruppenausstellung für Leo Kreisel-Strausz,project,2024,2024,1.0,(no serie),11.0
