id,label,art_year_birth,art_year_death,art_nationality,art_area
A_619,Sławomir Iwański,,,Poland,Europe
A_620,Said Belfahin Saib,,,Austria,Europe
A_621,Salim Obralić (†),1945,2018,BiH,Europe
A_622,Salon Brösl,,,,Europe
A_623,Sam Auinger,1956,,Austria,Europe
A_624,Verein zur Erhaltung und Pflege vom Aussterben bedrohter elektromagnetischer Gattungen,,,Austria,Europe
A_625,Sandra Ziagos,1973,,Austria,Europe
A_626,Sanela Pansinger,,,,Europe
A_627,Sarah Minter (†),1953,2016,Mexico,America (North)
A_628,SCHLAUCH installation crew,,,,Europe
A_629,Schnabl,,,,Europe
A_630,Seid Hasanefendić (†),1935,2020,BiH,Europe
A_631,Serhat Gül,,,,Europe
A_632,Severin Hirsch,,,,Europe
A_633,Shim Jai-Ku,,,South Korea,Asia
A_634,Shin Ho-Chul,,,South Korea,Asia
A_635,Shin Je-Nam,,,South Korea,Asia
A_636,Silke Maier-Gamauf,,,,Europe
A_637,Silvia Brandl,,,,Europe
A_638,Simona Koch,,,,Europe
A_639,Slobodan Kajkut,1983,,,Europe
A_640,Socorro López Meza (y su esposo),,,,America (Central)
A_641,Solawi Wieserhoisl-Kollektiv,,,,Europe
A_642,Solveig 'Sol' Haring,,,Austria,Europe
A_643,Son Ah-Yoo,,,South Korea,Asia
A_644,Sophie Thun,1985,,,Europe
A_645,"Sportunion Aigen-Schlägl (Gabriele Pillinger, Manfred Leitner, Johann Engleder) und alle Spieler- und Spielerinnen",,,Austria,Europe
A_646,"Sportunion St. Oswald (Manfred Radinger, Christine Pernsteiner) und alle Spieler- und Spielerinnen",,,Austria,Europe
A_647,Stefanie Sargnagel,1986,,Austria,Europe
A_648,Štěpánka Šimlová,1966,,Czech Republic,Europe
A_649,Stoffl Rath,1979,,Austria,Europe
A_650,Sun Jong-Sun,,,South Korea,Asia
A_651,Surur Abdul-Hussain,,,Austria,Europe
A_652,Susanna Niedermayr,,,,Europe
A_653,Susanne Gamauf,,,,Europe
A_654,Susanne Kavalar,,,,Europe
A_655,Susanne Possega,,,,Europe
A_656,Susanne Schuda,,,,Europe
A_657,Susanne Schwarz,,,,Europe
A_658,Sviatoslav Ponomarev,,,,Europe
A_659,Svitlana Zhitnya,,,,Europe
A_660,Sylvia Eckerman,,,,Europe
A_661,Tomasz Bogusławski,1958,,Poland,Europe
A_662,Tadeusz Grabowski,,,Poland,Europe
A_663,Tadeusz Jodłowski,,,Poland,Europe
A_664,Tomasz Rumiński,,,Poland,Europe
A_665,Tamara Maric,,,,Europe
A_666,Tanja Peball,,,Austria,Europe
A_667,Tasillo Blittersdorf,,,,Europe
A_668,Tatjana Fiedler,,,,Europe
A_669,the planets,,,Austria,Europe
A_670,THE STRIGGLES,,,Austria,Europe
A_671,Thomas Brussig,,,,Europe
A_672,Thomas Kuschny,,,,Europe
A_673,Thomas Lackner,,,,Europe
A_674,Tina T./Erfahrungen aus diversen Hausbesetzungen,,,,Europe
A_675,Tom Feldhofer,,,,Europe
A_676,Tom Weghofer,,,,Europe
A_677,Tomas Hlavina,,,,Europe
A_678,Toni Schmale,,,,Europe
A_679,transparadiso,,,Austria,Europe
A_680,Trio Pjotr,,,,Europe
A_681,"Trophäen: Rhizom (Leo Kreisel-Strausz, Christian Bachler)",,,,Europe
A_682,Tudor Bratu,1977,,Romania,Europe
A_683,Tulio Restrepo,1958,,Colombia,America (South)
A_684,Tym Korça,,,,Europe
A_685,u.a.,,,,Europe
A_686,Udo Bohnenberger,1969,,,Europe
A_687,Ugo Boscain,1968,,Italy,Europe
A_688,Ulf Langheinrich,1960,,Germany,Europe
A_689,Uli Vonbank-Schedler,,,,Europe
A_690,Ulla Klopf,,,,Europe
A_691,Ulrich Nausner,,,,Europe
A_692,Ulrich Tragatschnig,,,,Europe
A_693,Ulrike Rauch,,,,Europe
A_694,UNIKUM Universitätskulturzentrum Klagenfurt,,,,Europe
A_695,UniT Graz,,,,Europe
A_696,unortnung,,,,Europe
A_697,Ursula Kiesling,1968,,Austria,Europe
A_698,Ursula Strauß,,,,Europe
A_699,Valentina Plach,,,,Europe
A_700,Vanesa Cvahte,,,,Europe
A_701,Veronika Dreier,,,,Europe
A_702,Vertreter*innen aus dem habiTAT-Netzwerk (A),,,,Europe
A_703,Vertreter*innen Cambium – Leben in Gemeinschaft (Fehring),,,,Europe
A_704,Vertreter*innen SchloR (Wien),,,,Europe
A_705,Vertreter*innen Willy*Fred (Linz),,,,Europe
A_706,Victor Gayol,,,,Europe
A_707,Viktor Snessar,,,,Europe
A_708,Viktoria Tremmel,,,,Europe
A_709,Vladimir Abramovitsch Dubner,,,,Europe
A_710,Wacław Klag,,,Poland,Europe
A_711,Mieczysław Kościelniak,,,Poland,Europe
A_712,Władysław Pluta,,,Poland,Europe
A_713,Wiktor Sadowski,,,Poland,Europe
A_714,Waldemar Świerzy,,,Poland,Europe
A_715,Wiesław Wałkuski,,,Poland,Europe
A_716,W. Wasilewski,,,Poland,Europe
A_717,W. Wiedeński,,,Poland,Europe
A_718,Wally Salner,1971,,Austria,Europe
A_719,Walther Moser,,,Austria,Europe
A_720,Warren Burt,1949,,USA,America (North)
A_721,Wenzel Mraček,1962,,Austria,Europe
A_722,wenzel-dnatek (derhunt+ddkern),,,,Europe
A_723,Werner Fenz (†),1944,2016,,Europe
A_724,Werner Hörtner (†),1948,2015,Austria,Europe
A_725,Werner Kothgasser,,,Austria,Europe
A_726,Werner Lang,,,,Europe
A_727,Werner Reiss,,,,Europe
A_728,Werner Würtinger,,,,Europe
A_729,Whang Hyo-Chang,,,South Korea,Asia
A_730,Winfried Ritsch,1964,,Austria,Europe
A_731,Wolfgang Denk (†),1947,2023,Austria,Europe
A_732,Wolfgang Musil,1958,,Austria,Europe
A_733,Wolfgang Oeggl,,,Austria,Europe
A_734,Wolfgang Purtscheller,,,Austria,Europe
A_735,Wolfgang Sohm,,,Austria,Europe
A_736,Wolfram Scheucher,1958,,Austria,Europe
A_737,Wuggi Dopler,,,Austria,Europe
A_738,XXKunstkabel,,,Austria,Europe
A_739,Yamileth del Socorro Álvarez,,,,America (Central)
A_740,Yasuko Ueda,,,Japan,Asia
A_741,Yeom Moon-Sun,,,South Korea,Asia
A_742,Yoo Tai-Su,,,South Korea,Asia
A_743,Yusri Raman,,,Indonesia,Asia
A_744,Zita Oberwalder,1958,,Austria,Europe
